rank,name,position,team,salary,season
196,Michael Doleac,C,Minnesota Timberwolves,3120000,2008
197,Charlie Bell,SG,Milwaukee Bucks,3106000,2008
198,Michael Finley,SG,San Antonio Spurs,3103000,2008
199,Trevor Ariza,SF,Orlando Magic,3100000,2008
200,Willie Green,SG,Philadelphia 76ers,3094000,2008
201,Jeff Green,PF,Seattle SuperSonics,3058200,2008
202,Chucky Atkins,PG,Denver Nuggets,3000000,2008
203,Francisco Elson,C,Seattle SuperSonics,3000000,2008
204,Jake Voskuhl,C,Milwaukee Bucks,3000000,2008
205,Matt Barnes,SF,Golden State Warriors,3000000,2008
206,Brian Scalabrine,PF,Boston Celtics,3000000,2008
207,Martell Webster,SF,Portland Trail Blazers,2974080,2008
208,Luis Scola,PF,Houston Rockets,2916667,2008
209,Damien Wilkins,SG,Seattle SuperSonics,2900000,2008
210,James Jones,SG,Portland Trail Blazers,2900000,2008
211,Brandon Roy,SG,Portland Trail Blazers,2883120,2008
212,Anthony Johnson,PG,Sacramento Kings,2860000,2008
213,Andre Iguodala,SG,Philadelphia 76ers,2804889,2008
214,Yi Jianlian,SF,Milwaukee Bucks,2777760,2008
215,Alonzo Mourning,C,Miami Heat,2762500,2008
216,Primoz Brezec,C,Charlotte Bobcats,2750000,2008
217,Charlie Villanueva,PF,Milwaukee Bucks,2715000,2008
218,Matt Bonner,C,San Antonio Spurs,2700000,2008
219,Andris Biedrins,C,Golden State Warriors,2636696,2008
220,Randy Foye,SG,Minnesota Timberwolves,2631840,2008
221,Robert Swift,C,Seattle SuperSonics,2601113,2008
222,Sebastian Telfair,PG,Minnesota Timberwolves,2562426,2008
223,Juan Dixon,SG,Toronto Raptors,2550000,2008
224,Corey Brewer,SG,Minnesota Timberwolves,2535720,2008
225,Kris Humphries,PF,Toronto Raptors,2522913,2008
226,Chris Mihm,C,Los Angeles Lakers,2500000,2008
227,Bostjan Nachbar,SF,New Jersey Nets,2500000,2008
228,Channing Frye,F,Portland Trail Blazers,2487240,2008
229,Al Jefferson,C,Minnesota Timberwolves,2480885,2008
230,Andray Blatche,C,Washington Wizards,2479339,2008
231,Jose Calderon,G,Toronto Raptors,2471604,2008
232,Keith Bogans,SG,Orlando Magic,2440000,2008
233,Steve Francis,PG,Houston Rockets,2439333,2008
234,Mark Madsen,PF,Minnesota Timberwolves,2420000,2008
235,Rudy Gay,SF,Memphis Grizzlies,2411160,2008
236,Othella Harrington,PF,Charlotte Bobcats,2376000,2008
237,Devean George,SF,Dallas Mavericks,2369111,2008
238,Kirk Snyder,SG,Minnesota Timberwolves,2358433,2008
239,Jarron Collins,C,Utah Jazz,2350000,2008
240,Jackie Butler,C,San Antonio Spurs,2350000,2008
241,Brandan Wright,F,Golden State Warriors,2323080,2008
242,Jason Hart,PG,Utah Jazz,2300000,2008
243,Ike Diogu,PF,Indiana Pacers,2286360,2008
244,Bonzi Wells,SG,Houston Rockets,2284200,2008
245,Lindsey Hunter,SG,Detroit Pistons,2250000,2008
246,Josh Smith,PF,Atlanta Hawks,2243543,2008
247,Patrick O'Bryant,C,Golden State Warriors,2216400,2008
248,D.J. Augustin,PG,Orlando Magic,2208960,2008
249,Andrew Bynum,C,Los Angeles Lakers,2172000,2008
250,DeSagana Diop,C,New Jersey Nets,2146000,2008
251,Joakim Noah,C,Chicago Bulls,2135400,2008
252,JR Smith,SG,Denver Nuggets,2134067,2008
253,Mouhamed Sene,C,Seattle SuperSonics,2105520,2008
254,Dorell Wright,SF,Miami Heat,2040746,2008
255,Spencer Hawes,PF,Sacramento Kings,2028600,2008
256,JJ Redick,SG,Orlando Magic,2000160,2008
257,Jameer Nelson,G,Orlando Magic,1961609,2008
258,Vassilis Spanoulis,PG,Houston Rockets,1944000,2008
259,Walter Herrmann Heinrich,PF,Charlotte Bobcats,1944000,2008
260,Victor Khryapa,PF,Chicago Bulls,1928598,2008
261,Acie Law,PG,Atlanta Hawks,1927080,2008
262,Hilton Armstrong,PF,New Orleans Hornets,1900200,2008
263,Aaron Williams,C,LA Clippers,1890000,2008
264,Delonte West,SG,Seattle SuperSonics,1889760,2008
265,Nenad Krstic,C,New Jersey Nets,1889760,2008
266,Carlos Delfino,SG,Toronto Raptors,1868141,2008
267,Tony Allen,SG,Boston Celtics,1868141,2008
268,Sean May,C,Charlotte Bobcats,1862160,2008
269,Thaddeus Young,PF,Philadelphia 76ers,1830720,2008
270,Jannero Pargo,PG,New Orleans Hornets,1830000,2008
271,Grant Hill,SF,Phoenix Suns,1830000,2008
272,Maceo Baston,SF,Toronto Raptors,1830000,2008
273,Eddie Jones,SG,Dallas Mavericks,1830000,2008
274,Kevin Martin,SG,Sacramento Kings,1808121,2008
275,Thabo Sefolosha,SF,Chicago Bulls,1805160,2008
276,Kosta Perovic,C,Golden State Warriors,1800000,2008
277,Rashad McCants,SG,Minnesota Timberwolves,1769160,2008
278,Sasha Vujacic,SG,Los Angeles Lakers,1756951,2008
279,David Wesley,SG,New Jersey Nets,1750000,2008
280,Chuck Hayes,PF,Houston Rockets,1750000,2008
281,Maurice Evans,SG,Orlando Magic,1740000,2008
282,Julian Wright,SF,New Orleans Hornets,1739160,2008
283,David Harrison,C,Indiana Pacers,1734316,2008
284,Ronnie Brewer,SF,Utah Jazz,1715040,2008
285,Antoine Wright,SF,New Jersey Nets,1680600,2008
286,Al Thornton,SF,LA Clippers,1652280,2008
287,Cedric Simmons,SF,Cleveland Cavaliers,1629120,2008
288,Brevin Knight,PG,LA Clippers,1600000,2008
289,Clifford Robinson,PF,Brooklyn Nets,1600000,2008
290,Joey Graham,SF,Toronto Raptors,1596600,2008
291,Adrian Griffin,SG,Seattle SuperSonics,1593000,2008
292,Rodney Stuckey,PG,Detroit Pistons,1569600,2008
293,Rodney Carney,SG,Philadelphia 76ers,1547760,2008
294,Justin Reed,SF,Minnesota Timberwolves,1529873,2008
295,Danny Granger,SF,Indiana Pacers,1516800,2008
296,Travis Diener,PG,Indiana Pacers,1500000,2008
297,Eddie House,SG,Boston Celtics,1500000,2008
298,Nick Young,G,Washington Wizards,1491240,2008
299,Shawne Williams,SF,Indiana Pacers,1470360,2008
300,Gerald Green,SG,Minnesota Timberwolves,1440960,2008
301,Sean Williams,PF,New Jersey Nets,1416600,2008
302,Hakim Warrick,PF,Memphis Grizzlies,1376040,2008
303,Marco Belinelli,SG,Golden State Warriors,1345800,2008
304,Oleksiy Pecherov,C,Washington Wizards,1345800,2008
305,Quincy Douby,SG,Sacramento Kings,1333920,2008
306,Javaris Crittenton,PG,Memphis Grizzlies,1285200,2008
307,Renaldo Balkman,SF,New York Knicks,1280640,2008
308,Alexis Ajinca,C,LA Clippers,1276320,2008
309,Nate Robinson,PG,New York Knicks,1268160,2008
310,Jason Smith,F,Philadelphia 76ers,1233840,2008
311,Rajon Rondo,PG,Boston Celtics,1229280,2008
312,Jacque Vaughn,PG,San Antonio Spurs,1219590,2008
313,Eric Piatkowski,SG,Phoenix Suns,1219590,2008
314,Adonal Foyle,C,Orlando Magic,1219590,2008
315,Jarrett Jack,G,Portland Trail Blazers,1217400,2008
316,Jarvis Hayes,SF,Detroit Pistons,1200000,2008
317,Devin Brown,SG,Cleveland Cavaliers,1200000,2008
318,Daequan Cook,SG,Miami Heat,1184400,2008
319,Marcus Williams,PG,New Jersey Nets,1180200,2008
320,Francisco Garcia,SG,Sacramento Kings,1168800,2008
321,Jared Dudley,SF,Charlotte Bobcats,1137000,2008
322,Josh Boone,PF,New Jersey Nets,1133040,2008
323,Shavlik Randolph,PF,Philadelphia 76ers,1130000,2008
324,Luther Head,PG,Houston Rockets,1122000,2008
325,Calvin Booth,C,Philadelphia 76ers,1103225,2008
326,Ronnie Price,PG,Utah Jazz,1100000,2008
327,Wilson Chandler,SF,New York Knicks,1091640,2008
328,Kyle Lowry,PG,Memphis Grizzlies,1087680,2008
329,Rudy Fernandez,SG,Madrid Real Madrid,1084080,2008
330,Bernard Robinson,SG,Brooklyn Nets,1080000,2008
331,Johan Petro,C,Seattle SuperSonics,1077120,2008
332,Shannon Brown,PG,Cleveland Cavaliers,1044120,2008
333,Jason Maxiell,PF,Detroit Pistons,1041360,2008
334,Linas Kleiza,SF,Denver Nuggets,1011360,2008
335,Jordan Farmar,PG,Los Angeles Lakers,1009560,2008
336,Morris Almond,SG,Utah Jazz,1005960,2008
337,Ime Udoka,F,San Antonio Spurs,1000000,2008
338,Wayne Simien,PF,Miami Heat,997800,2008
339,David Lee,PF,New York Knicks,990600,2008
340,Maurice Ager,SF,New Jersey Nets,974400,2008
341,Earl Barron,C,Miami Heat,973328,2008
342,Aaron Brooks,G,Houston Rockets,972720,2008
343,Mardy Collins,PG,New York Knicks,967320,2008
344,Donell Taylor,PG,Washington Wizards,945610,2008
345,C.J. Miles,SG,Utah Jazz,945610,2008
346,Arron Afflalo,G,Detroit Pistons,944520,2008
347,Alando Tucker,SF,Phoenix Suns,931920,2008
348,Melvin Ely,C,New Orleans Hornets,895341,2008
349,Chris Andersen,PF,New Orleans Hornets,885294,2008
350,Mike Hall,F,Washington Wizards,862456,2008
351,Justin Williams,PF,Sacramento Kings,862456,2008
352,Mile Ilic,C,Brooklyn Nets,850000,2008
353,Quinton Ross,SF,LA Clippers,826046,2008
354,Sergio Rodriguez,PG,Portland Trail Blazers,817000,2008
355,Randolph Morris,C,New York Knicks,810000,2008
356,Mickael Gelabale,SF,Seattle SuperSonics,802000,2008
357,Josh Powell,PF,LA Clippers,800000,2008
358,Salim Stoudamire,SG,Atlanta Hawks,783000,2008
359,Jeff McInnis,PG,Charlotte Bobcats,770610,2008
360,Sean Marks,PF,Phoenix Suns,770610,2008
361,Derek Anderson,SG,Charlotte Bobcats,770610,2008
362,Casey Jacobsen,SG,Memphis Grizzlies,770610,2008
363,Brian Skinner,PF,Phoenix Suns,770610,2008
364,Darrick Martin,PG,Toronto Raptors,770610,2008
365,James Singleton,F,Washington Wizards,770610,2008
366,Dwayne Jones II,PF,Cleveland Cavaliers,770610,2008
367,Royal Ivey,PG,Milwaukee Bucks,770610,2008
368,Michael Ruffin,PF,Milwaukee Bucks,770610,2008
369,Ryan Bowen,SF,New Orleans Hornets,770610,2008
370,Austin Croshere,PF,Golden State Warriors,770610,2008
371,Roger Mason Jr.,SG,Washington Wizards,770610,2008
372,Dan Dickau,PG,LA Clippers,770610,2008
373,Ronny Turiaf,C,Los Angeles Lakers,770610,2008
374,Von Wafer,SG,Portland Trail Blazers,770610,2008
375,Malik Allen,PF,New Jersey Nets,770610,2008
376,Robert Hite,SG,Miami Heat,770610,2008
377,John Lucas III,PG,Minnesota Timberwolves,770610,2008
378,Stephen Graham,SF,Indiana Pacers,770610,2008
379,Orien Greene,PG,Sacramento Kings,770610,2008
380,Awvee Storey,SF,Milwaukee Bucks,770610,2008
381,Lynn Greer,PG,Milwaukee Bucks,770610,2008
382,Andre Brown,PF,Memphis Grizzlies,770610,2008
383,Anfernee Hardaway,SF,Miami Heat,770610,2008
384,Lou Williams,SG,Philadelphia 76ers,770610,2008
385,Daniel Ewing,PG,LA Clippers,770610,2008
386,Brandon Bass,PF,Dallas Mavericks,770610,2008
387,Kareem Rush,SG,Indiana Pacers,770610,2008
388,Ruben Patterson,PF,LA Clippers,770610,2008
389,Monta Ellis,SG,Golden State Warriors,770610,2008
390,Dikembe Mutombo,C,Houston Rockets,770610,2008
391,Anthony Carter,PG,Denver Nuggets,770610,2008
392,Jamal Sampson,C,Denver Nuggets,770610,2008
393,Darvin Ham,SF,Denver Nuggets,770610,2008
394,Darrel Armstrong,PG,New Jersey Nets,770610,2008
395,Ryan Gomes,SF,Minnesota Timberwolves,770610,2008
396,Scot Pollard,C,Boston Celtics,770610,2008
397,Juwan Howard,PF,Dallas Mavericks,761544,2008
398,Kyrylo Fesenko,C,Utah Jazz,750000,2008
399,Solomon Jones,PF,Atlanta Hawks,729000,2008
400,Eddie Gill,PG,Seattle SuperSonics,693549,2008
401,Yakhouba Diawara,SG,Denver Nuggets,687456,2008
402,Leon Powe,PF,Boston Celtics,687456,2008
403,Ryan Hollins,C,Charlotte Bobcats,687456,2008
404,Hassan Adams,SF,Toronto Raptors,687456,2008
405,Paul Davis,C,LA Clippers,687456,2008
406,Craig Smith,PF,Minnesota Timberwolves,687456,2008
407,James Augustine,PF,Orlando Magic,687456,2008
408,Lou Amundson,PF,Philadelphia 76ers,687456,2008
409,James White,SG,New York Knicks,687456,2008
410,Devin Green,SG,Los Angeles Lakers,687456,2008
411,Will Conroy,PG,Minnesota Timberwolves,687456,2008
412,Steve Novak,SF,Houston Rockets,687456,2008
413,David Noel,SF,Milwaukee Bucks,687456,2008
414,Andre Owens,SG,Indiana Pacers,687456,2008
415,Tarence Kinsey,SG,Memphis Grizzlies,687456,2008
416,Pops Mensah-Bonsu,PF,Denver Nuggets,687456,2008
417,Paul Millsap,PF,Utah Jazz,687456,2008
418,J.J. Barea,PG,Dallas Mavericks,687456,2008
419,Chris Quinn,PG,Miami Heat,687456,2008
420,Daniel Gibson,SG,Cleveland Cavaliers,687456,2008
421,Kelenna Azubuike,SF,Golden State Warriors,687456,2008
422,Gabe Pruitt,PG,Boston Celtics,650000,2008
423,Jelani McCoy,PF,Denver Nuggets,634620,2008
424,Ian Mahinmi,C,San Antonio Spurs,625840,2008
425,Dahntay Jones,SG,Sacramento Kings,584757,2008
426,Richie Frahm,SG,LA Clippers,566625,2008
427,Beno Udrih,PG,Sacramento Kings,561544,2008
428,Juan Carlos Navarro,PG,Memphis Grizzlies,538090,2008
429,Jamario Moon,SF,Toronto Raptors,427163,2008
430,Anthony Tolliver,PF,Memphis Grizzlies,427163,2008
431,Thomas Gardner,SG,Chicago Bulls,427163,2008
432,Ramon Sessions,G,Milwaukee Bucks,427163,2008
433,Kevin Lyde,NA,null Unknown,427163,2008
434,Dominic McGuire,PF,Washington Wizards,427163,2008
435,Demetris Nichols,SF,Cleveland Cavaliers,427163,2008
436,Mustafa Shakur,PG,Sacramento Kings,427163,2008
437,Darryl Watkins,C,Sacramento Kings,427163,2008
438,Coby Karl,PG,Los Angeles Lakers,427163,2008
439,Carl Landry,PF,Houston Rockets,427163,2008
440,Herbert Hill,NA,Philadelphia 76ers,427163,2008
441,Cheikh Samb,C,Detroit Pistons,427163,2008
442,Mario West,SG,Atlanta Hawks,427163,2008
443,Joel Anthony,PF,Miami Heat,427163,2008
444,Marcus Slaughter,C,Madrid Real Madrid,427163,2008
445,Larry Turner,NA,null Unknown,427163,2008
446,Elton Brown,NA,null Unknown,427163,2008
447,Glen Davis,PF,Boston Celtics,427163,2008
448,JamesOn Curry,PG,Chicago Bulls,427163,2008
449,Marcin Gortat,C,Orlando Magic,427163,2008
450,Jermareo Davidson,PF,Charlotte Bobcats,427163,2008
451,Sammy Mejia,NA,null Unknown,427163,2008
452,Aaron Gray,C,Chicago Bulls,427163,2008
453,Taurean Green,PG,Portland Trail Blazers,427163,2008
454,Jared Newson,NA,null Unknown,427163,2008
455,Josh McRoberts,PF,Portland Trail Blazers,427163,2008
456,Adam Haluska,NA,Houston Rockets,427163,2008
457,Chris Richard,PF,Minnesota Timberwolves,427163,2008
458,D.J. Strawberry,SG,Phoenix Suns,427163,2008
459,Brandon Wallace,NA,Boston Celtics,427163,2008
460,Jackie Manuel,NA,null Unknown,427163,2008
461,Chris Webber,C,Golden State Warriors,358107,2008
462,Earl Boykins,PG,Charlotte Bobcats,349041,2008
463,Damon Stoudamire,PG,Memphis Grizzlies,335442,2008
464,Courtney Sims,C,Indiana Pacers,319116,2008
465,Keith Langford,SG,San Antonio Spurs,278912,2008
466,C.J. Watson,PG,Golden State Warriors,251272,2008
467,Jeremy Richardson,SG,Memphis Grizzlies,238588,2008
468,Jamaal Magloire,C,New Jersey Nets,231183,2008
469,P.J. Brown,PF,Boston Celtics,226650,2008
470,Ronald Murray,SG,Indiana Pacers,213051,2008
471,Gordan Giricek,SG,Utah Jazz,199452,2008
472,Theo Ratliff,C,Minnesota Timberwolves,199452,2008
473,Sam Cassell,PG,LA Clippers,199452,2008
474,Tyronn Lue,PG,Sacramento Kings,199452,2008
475,Smush Parker,PG,Miami Heat,181320,2008
476,Brent Barry,SG,San Antonio Spurs,172177,2008
477,Loren Woods,C,Houston Rockets,142201,2008
478,Nick Fazekas,PF,LA Clippers,125636,2008
479,Ira Newble,SF,Seattle SuperSonics,122391,2008
480,Mike Harris,SF,Houston Rockets,100509,2008
481,Didier Ilunga-Mbenga,C,Los Angeles Lakers,90660,2008
482,Lance Allred,C,Cleveland Cavaliers,87945,2008
483,Blake Ahearn,G,Miami Heat,67844,2008
484,Stephane Lasme,PF,Miami Heat,67844,2008
485,Ronald Dupree,SF,Seattle SuperSonics,63462,2008
486,Marcus Williams,SG,San Antonio Spurs,50254,2008
487,Kasib Powell,SF,Miami Heat,36395,2008
488,DerMarr Johnson,SF,San Antonio Spurs,27198,2008
489,Bobby Jones,SF,Memphis Grizzlies,24263,2008
490,Linton Johnson,PF,Toronto Raptors,4533,2008
491,Billy Thomas,SG,New Jersey Nets,4533,2008
1,Kevin Garnett,PF,Boston Celtics,24751934,2009
2,Jason Kidd,PG,Dallas Mavericks,21372000,2009
3,Jermaine O'Neal,C,Toronto Raptors,21372000,2009
4,Kobe Bryant,SF,Los Angeles Lakers,21262500,2009
5,Shaquille O'Neal,C,Phoenix Suns,21000000,2009
6,Allen Iverson,SG,Detroit Pistons,20840625,2009
7,Stephon Marbury,PG,Boston Celtics,20840625,2009
8,Tim Duncan,C,San Antonio Spurs,20598704,2009
9,Tracy McGrady,SG,Houston Rockets,20370437,2009
10,Ray Allen,SG,Boston Celtics,18388430,2009
11,Dirk Nowitzki,F,Dallas Mavericks,18077904,2009
12,Paul Pierce,SF,Boston Celtics,18077903,2009
13,Shawn Marion,SG,Toronto Raptors,17810000,2009
14,Rashard Lewis,PF,Orlando Magic,16447871,2009
15,Michael Redd,SG,Milwaukee Bucks,15780000,2009
16,Pau Gasol,PF,Los Angeles Lakers,15106000,2009
17,Andrei Kirilenko,SF,Utah Jazz,15106000,2009
18,Amar'e Stoudemire,C,Phoenix Suns,15070550,2009
19,Yao Ming,C,Houston Rockets,15070550,2009
20,Mike Bibby,PG,Atlanta Hawks,14983603,2009
21,Vince Carter,G,New Jersey Nets,14724125,2009
22,Zach Randolph,F,New York Knicks,14666667,2009
23,Gilbert Arenas,PG,Washington Wizards,14653466,2009
24,Ben Wallace,PF,Cleveland Cavaliers,14500000,2009
25,Kenyon Martin,PF,Denver Nuggets,14431816,2009
26,Carmelo Anthony,PF,Denver Nuggets,14410581,2009
27,Dwyane Wade,G,Miami Heat,14410581,2009
28,Chris Bosh,PF,Toronto Raptors,14410581,2009
29,LeBron James,SF,Cleveland Cavaliers,14410581,2009
30,Joe Johnson,G,Atlanta Hawks,14232567,2009
31,Lamar Odom,PF,Los Angeles Lakers,14148596,2009
32,Rasheed Wallace,PF,Detroit Pistons,13930000,2009
33,Wally Szczerbiak,SG,Cleveland Cavaliers,13775000,2009
34,Dwight Howard,C,Orlando Magic,13758000,2009
35,Elton Brand,PF,Philadelphia 76ers,13757844,2009
36,Richard Jefferson,F,Milwaukee Bucks,13200000,2009
37,Larry Hughes,SG,New York Knicks,12827676,2009
38,Raef LaFrentz,C,Portland Trail Blazers,12722500,2009
39,Peja Stojakovic,SF,New Orleans Hornets,12528000,2009
40,Steve Nash,PG,Phoenix Suns,12250000,2009
41,Jason Richardson,SG,Charlotte Bobcats,12222221,2009
42,Carlos Boozer,PF,Utah Jazz,11593817,2009
43,Erick Dampier,C,Dallas Mavericks,11553000,2009
44,Tony Parker,G,San Antonio Spurs,11550000,2009
45,Brad Miller,C,Sacramento Kings,11375000,2009
46,Tyson Chandler,C,New Orleans Hornets,11350000,2009
47,Andre Iguodala,SG,Philadelphia 76ers,11300000,2009
48,Baron Davis,PG,LA Clippers,11250000,2009
49,Samuel Dalembert,C,Philadelphia 76ers,11238564,2009
50,Chauncey Billups,PG,Detroit Pistons,11050000,2009
51,Monta Ellis,SG,Golden State Warriors,11000000,2009
52,Al Jefferson,C,Minnesota Timberwolves,11000000,2009
53,Zydrunas Ilgauskas,C,Cleveland Cavaliers,10841615,2009
54,Richard Hamilton,SG,Detroit Pistons,10812500,2009
55,Bobby Simmons,SF,New Jersey Nets,10602667,2009
56,Andre Miller,PG,Philadelphia 76ers,10333334,2009
57,Troy Murphy,PF,Indiana Pacers,10126984,2009
58,Marcus Camby,C,LA Clippers,10000000,2009
59,Josh Smith,PF,Atlanta Hawks,10000000,2009
60,Kirk Hinrich,SG,Chicago Bulls,10000000,2009
61,Josh Howard,SF,Dallas Mavericks,9945000,2009
62,Antawn Jamison,PF,Washington Wizards,9923285,2009
63,Manu Ginobili,G,San Antonio Spurs,9905248,2009
64,David West,F,New Orleans Hornets,9862500,2009
65,Eddy Curry,NA,New York Knicks,9723983,2009
66,Nene Hilario,C,Denver Nuggets,9680000,2009
67,Emeka Okafor,C,Charlotte Bobcats,9537500,2009
68,Chris Kaman,C,LA Clippers,9500000,2009
69,Gerald Wallace,SF,Charlotte Bobcats,9500000,2009
70,Tayshaun Prince,SF,Detroit Pistons,9500000,2009
71,Luol Deng,F,Chicago Bulls,9385000,2009
72,Caron Butler,SF,Washington Wizards,9249980,2009
73,Al Harrington,PF,New York Knicks,9226250,2009
74,Jason Terry,G,Dallas Mavericks,9196000,2009
75,Antoine Walker,PF,Minnesota Timberwolves,9052460,2009
76,Mike Miller,SG,Minnesota Timberwolves,9028575,2009
77,Andris Biedrins,C,Golden State Warriors,9000000,2009
78,Boris Diaw,C,Charlotte Bobcats,9000000,2009
79,Mike Dunleavy,SG,Indiana Pacers,9000000,2009
80,Cuttino Mobley,SG,LA Clippers,8925000,2009
81,Kevin Martin,SG,Sacramento Kings,8760335,2009
82,Quentin Richardson,SF,New York Knicks,8685500,2009
83,Jamal Crawford,SG,New York Knicks,8640000,2009
84,Kenny Thomas,PF,Sacramento Kings,8562500,2009
85,Mark Blount,C,Miami Heat,8513916,2009
86,Mehmet Okur,C,Utah Jazz,8500000,2009
87,Rasho Nesterovic,C,Indiana Pacers,8400000,2009
88,Mo Williams,PG,Cleveland Cavaliers,8353000,2009
89,Corey Maggette,SF,Golden State Warriors,8275862,2009
90,Andres Nocioni,SF,Sacramento Kings,8000000,2009
91,T.J. Ford,PG,Indiana Pacers,8000000,2009
92,Devin Harris,G,New Jersey Nets,7800000,2009
93,Jameer Nelson,G,Orlando Magic,7700000,2009
94,Malik Rose,PF,Oklahoma City Thunder,7647500,2009
95,Jose Calderon,G,Toronto Raptors,7438018,2009
96,Metta World Peace,SF,Houston Rockets,7400000,2009
97,Eric Snow,PG,Cleveland Cavaliers,7312500,2009
98,Stephen Jackson,SF,Golden State Warriors,7140000,2009
99,Darko Milicic,C,Memphis Grizzlies,7020000,2009
100,Jerry Stackhouse,SF,Dallas Mavericks,7000000,2009
101,Marquis Daniels,SG,Indiana Pacers,6864200,2009
102,Hedo Turkoglu,SF,Orlando Magic,6864200,2009
103,Etan Thomas,C,Washington Wizards,6864200,2009
104,Jamaal Tinsley,PG,Utah Jazz,6750000,2009
105,Chris Wilcox,PF,Oklahoma City Thunder,6750000,2009
106,Marko Jaric,PG,Memphis Grizzlies,6575000,2009
107,Udonis Haslem,PF,Miami Heat,6575000,2009
108,Luke Ridnour,PG,Milwaukee Bucks,6500000,2009
109,Bobby Jackson,PG,Sacramento Kings,6487888,2009
110,Shane Battier,SF,Houston Rockets,6448900,2009
111,Ben Gordon,SG,Chicago Bulls,6404750,2009
112,Nick Collison,F,Oklahoma City Thunder,6350000,2009
113,Joel Przybilla,C,Portland Trail Blazers,6310150,2009
114,Brian Cardinal,PF,Minnesota Timberwolves,6300000,2009
115,Andrew Bogut,C,Milwaukee Bucks,6294195,2009
116,Dan Gadzuric,C,Milwaukee Bucks,6250195,2009
117,Mike James,PG,Washington Wizards,6244093,2009
118,Shareef Abdur-Rahim,PF,Sacramento Kings,6200000,2009
119,Earl Watson,PG,Oklahoma City Thunder,6200000,2009
120,Antonio Daniels,PG,Washington Wizards,6200000,2009
121,Jason Collins,C,Minnesota Timberwolves,6200000,2009
122,Jerome James,C,New York Knicks,6200000,2009
123,Leandro Barbosa,SG,Phoenix Suns,6100000,2009
124,John Salmons,SF,Sacramento Kings,6077151,2009
125,Nazr Mohammed,C,Charlotte Bobcats,6049400,2009
126,Jared Jeffries,PF,New York Knicks,6049400,2009
127,Tim Thomas,PF,New York Knicks,6049400,2009
128,Vladimir Radmanovic,SF,Charlotte Bobcats,6049400,2009
129,Matt Harpring,SF,Utah Jazz,6000000,2009
130,Anderson Varejao,C,Cleveland Cavaliers,5784480,2009
131,Jason Kapono,SG,Toronto Raptors,5784480,2009
132,Speedy Claxton,PG,Atlanta Hawks,5757818,2009
